serial_name,gunpla_id,model_id,part_type,parts_id,parts_name_id,table_file,has_ch_archive,ch_archives,has_we_archive,we_archives
RX-78-2,10000,10000,legs,11000013,6632,table_leg.etl,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,10000,10000,legs,11000023,6647,table_leg.etl,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,10000,10000,legs,11000033,6660,table_leg.etl,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,10000,10000,legs,11000043,6863,table_leg.etl,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,10000,10000,backpack,11000004,7439,table_backpack.etbp,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,10000,10000,backpack,11000014,7847,table_backpack.etbp,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,10000,10000,backpack,11000024,7862,table_backpack.etbp,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,10000,10000,backpack,11000034,7875,table_backpack.etbp,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,10000,10000,backpack,11000044,8078,table_backpack.etbp,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,19000,10000,head,11900000,2580,table_head.eth,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,19000,10000,body,11900001,3795,table_body.etb,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,19000,10000,arms,11900002,5010,table_arms.eta,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,19000,10000,legs,11900003,6225,table_leg.etl,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78-2,19000,10000,backpack,11900004,7440,table_backpack.etbp,yes,ch/10000.arc; ch/10000_vfx.arc,no,
RX-78NT-1,10004,10004,head,11000400,2581,table_head.eth,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,head,11000410,3142,table_head.eth,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,body,11000401,3796,table_body.etb,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,body,11000411,4357,table_body.etb,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,arms,11000402,5011,table_arms.eta,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,arms,11000412,5572,table_arms.eta,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,legs,11000403,6226,table_leg.etl,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,legs,11000413,6787,table_leg.etl,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,backpack,11000404,7441,table_backpack.etbp,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78NT-1,10004,10004,backpack,11000414,8002,table_backpack.etbp,yes,ch/10004.arc; ch/10004_mot.arc; ch/10004_vfx.arc,no,
RX-78GP01,10005,10005,head,11000500,2582,table_head.eth,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,head,11000510,2583,table_head.eth,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,head,11000520,3016,table_head.eth,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,head,11000530,3558,table_head.eth,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,head,11000540,3723,table_head.eth,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,body,11000501,3797,table_body.etb,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,body,11000511,3798,table_body.etb,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,body,11000521,4231,table_body.etb,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,body,11000531,4773,table_body.etb,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,body,11000541,4938,table_body.etb,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,arms,11000502,5012,table_arms.eta,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,arms,11000512,5013,table_arms.eta,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,arms,11000522,5446,table_arms.eta,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,arms,11000532,5988,table_arms.eta,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,arms,11000542,6153,table_arms.eta,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,legs,11000503,6227,table_leg.etl,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,legs,11000513,6228,table_leg.etl,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,legs,11000523,6661,table_leg.etl,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,legs,11000533,7203,table_leg.etl,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,legs,11000543,7368,table_leg.etl,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,backpack,11000504,7442,table_backpack.etbp,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,backpack,11000514,7443,table_backpack.etbp,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,backpack,11000524,7876,table_backpack.etbp,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,backpack,11000534,8418,table_backpack.etbp,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-78GP01,10005,10005,backpack,11000544,8583,table_backpack.etbp,yes,ch/10005.arc; ch/10005_vfx.arc,no,
RX-75,10009,10009,head,11000900,2584,table_head.eth,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,head,11000990,2874,table_head.eth,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,head,11000910,3255,table_head.eth,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,body,11000901,3799,table_body.etb,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,body,11000991,4089,table_body.etb,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,body,11000911,4470,table_body.etb,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,arms,11000902,5014,table_arms.eta,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,arms,11000992,5304,table_arms.eta,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,arms,11000912,5685,table_arms.eta,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,legs,11000903,6229,table_leg.etl,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,legs,11000993,6519,table_leg.etl,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,legs,11000913,6900,table_leg.etl,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,backpack,11000904,7444,table_backpack.etbp,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,backpack,11000994,7734,table_backpack.etbp,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-75,10009,10009,backpack,11000914,8115,table_backpack.etbp,yes,ch/10009.arc; ch/10009_mot.arc; ch/10009_vfx.arc,no,
RX-77-2,10010,10010,head,11001000,2585,table_head.eth,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,head,11001010,3256,table_head.eth,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,body,11001001,3800,table_body.etb,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,body,11001011,4471,table_body.etb,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,arms,11001002,5015,table_arms.eta,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,arms,11001012,5686,table_arms.eta,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,legs,11001003,6230,table_leg.etl,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,legs,11001013,6901,table_leg.etl,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,backpack,11001004,7445,table_backpack.etbp,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RX-77-2,10010,10010,backpack,11001014,8116,table_backpack.etbp,yes,ch/10010.arc; ch/10010_mot.arc; ch/10010_vfx.arc,no,
RGM-79,10011,10011,head,11001100,2586,table_head.eth,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,head,11001110,3257,table_head.eth,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,body,11001101,3801,table_body.etb,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,body,11001111,4472,table_body.etb,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,arms,11001102,5016,table_arms.eta,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,arms,11001112,5687,table_arms.eta,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,legs,11001103,6231,table_leg.etl,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,legs,11001113,6902,table_leg.etl,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,backpack,11001104,7446,table_backpack.etbp,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79,10011,10011,backpack,11001114,8117,table_backpack.etbp,yes,ch/10011.arc; ch/10011_vfx.arc,no,
RGM-79GS,10012,10012,head,11001200,2587,table_head.eth,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,head,11001210,3258,table_head.eth,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,body,11001201,3802,table_body.etb,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,body,11001211,4473,table_body.etb,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,arms,11001202,5017,table_arms.eta,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,arms,11001212,5688,table_arms.eta,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,legs,11001203,6232,table_leg.etl,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,legs,11001213,6903,table_leg.etl,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,backpack,11001204,7447,table_backpack.etbp,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79GS,10012,10012,backpack,11001214,8118,table_backpack.etbp,yes,ch/10012.arc; ch/10012_vfx.arc,no,
RGM-79N,10013,10013,head,11001300,2588,table_head.eth,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,head,11001310,3259,table_head.eth,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,body,11001301,3803,table_body.etb,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,body,11001311,4474,table_body.etb,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,arms,11001302,5018,table_arms.eta,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,arms,11001312,5689,table_arms.eta,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,legs,11001303,6233,table_leg.etl,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,legs,11001313,6904,table_leg.etl,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,backpack,11001304,7448,table_backpack.etbp,yes,ch/10013.arc; ch/10013_vfx.arc,no,
RGM-79N,10013,10013,backpack,11001314,8119,table_backpack.etbp,yes,ch/10013.arc; ch/10013_vfx.arc,no,
MS-06,10014,10014,head,11001400,2589,table_head.eth,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,head,11001410,3260,table_head.eth,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,body,11001401,3804,table_body.etb,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,body,11001411,4475,table_body.etb,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,arms,11001402,5019,table_arms.eta,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,arms,11001412,5690,table_arms.eta,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,legs,11001403,6234,table_leg.etl,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,legs,11001413,6905,table_leg.etl,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,backpack,11001404,7449,table_backpack.etbp,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06,10014,10014,backpack,11001414,8120,table_backpack.etbp,yes,ch/10014.arc; ch/10014_vfx.arc,no,
MS-06F,10016,10016,head,11001600,2591,table_head.eth,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,head,11001610,3261,table_head.eth,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,body,11001601,3806,table_body.etb,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,body,11001611,4476,table_body.etb,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,arms,11001602,5021,table_arms.eta,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,arms,11001612,5691,table_arms.eta,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,legs,11001603,6236,table_leg.etl,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,legs,11001613,6906,table_leg.etl,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,backpack,11001604,7451,table_backpack.etbp,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06F,10016,10016,backpack,11001614,8121,table_backpack.etbp,yes,ch/10016.arc; ch/10016_vfx.arc,no,
MS-06FS,10017,10017,head,11001700,2592,table_head.eth,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,head,11001710,3143,table_head.eth,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,body,11001701,3807,table_body.etb,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,body,11001711,4358,table_body.etb,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,arms,11001702,5022,table_arms.eta,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,arms,11001712,5573,table_arms.eta,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,legs,11001703,6237,table_leg.etl,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,legs,11001713,6788,table_leg.etl,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,backpack,11001704,7452,table_backpack.etbp,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06FS,10017,10017,backpack,11001714,8003,table_backpack.etbp,yes,ch/10017.arc; ch/10017_vfx.arc,no,
MS-06S,10018,10018,head,11001800,2593,table_head.eth,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,head,11001810,3144,table_head.eth,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,body,11001801,3808,table_body.etb,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,body,11001811,4359,table_body.etb,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,arms,11001802,5023,table_arms.eta,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,arms,11001812,5574,table_arms.eta,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,legs,11001803,6238,table_leg.etl,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,legs,11001813,6789,table_leg.etl,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,backpack,11001804,7453,table_backpack.etbp,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06S,10018,10018,backpack,11001814,8004,table_backpack.etbp,yes,ch/10018.arc; ch/10018_vfx.arc,no,
MS-06FZ,10021,10021,head,11002100,2594,table_head.eth,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,head,11002110,3145,table_head.eth,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,body,11002101,3809,table_body.etb,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,body,11002111,4360,table_body.etb,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,arms,11002102,5024,table_arms.eta,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,arms,11002112,5575,table_arms.eta,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,legs,11002103,6239,table_leg.etl,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,legs,11002113,6790,table_leg.etl,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,backpack,11002104,7454,table_backpack.etbp,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-06FZ,10021,10021,backpack,11002114,8005,table_backpack.etbp,yes,ch/10021.arc; ch/10021_vfx.arc,no,
MS-09,10023,10023,head,11002300,2595,table_head.eth,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,head,11002310,3262,table_head.eth,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,body,11002301,3810,table_body.etb,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,body,11002311,4477,table_body.etb,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,arms,11002302,5025,table_arms.eta,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,arms,11002312,5692,table_arms.eta,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,legs,11002303,6240,table_leg.etl,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,legs,11002313,6907,table_leg.etl,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,backpack,11002304,7455,table_backpack.etbp,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09,10023,10023,backpack,11002314,8122,table_backpack.etbp,yes,ch/10023.arc; ch/10023_vfx.arc,no,
MS-09F/TROP,10024,10024,head,11002400,2596,table_head.eth,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,head,11002410,3263,table_head.eth,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,body,11002401,3811,table_body.etb,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,body,11002411,4478,table_body.etb,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,arms,11002402,5026,table_arms.eta,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,arms,11002412,5693,table_arms.eta,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,legs,11002403,6241,table_leg.etl,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,legs,11002413,6908,table_leg.etl,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,backpack,11002404,7456,table_backpack.etbp,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10024,10024,backpack,11002414,8123,table_backpack.etbp,yes,ch/10024.arc; ch/10024_vfx.arc,no,
MS-09F/TROP,10025,10025,head,11002500,2597,table_head.eth,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,head,11002510,3264,table_head.eth,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,body,11002501,3812,table_body.etb,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,body,11002511,4479,table_body.etb,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,arms,11002502,5027,table_arms.eta,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,arms,11002512,5694,table_arms.eta,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,legs,11002503,6242,table_leg.etl,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,legs,11002513,6909,table_leg.etl,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,backpack,11002504,7457,table_backpack.etbp,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-09F/TROP,10025,10025,backpack,11002514,8124,table_backpack.etbp,yes,ch/10025.arc; ch/10025_vfx.arc,no,
MS-07B,10026,10026,head,11002600,2598,table_head.eth,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,head,11002610,3265,table_head.eth,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,body,11002601,3813,table_body.etb,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,body,11002611,4480,table_body.etb,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,arms,11002602,5028,table_arms.eta,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,arms,11002612,5695,table_arms.eta,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,legs,11002603,6243,table_leg.etl,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,legs,11002613,6910,table_leg.etl,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,backpack,11002604,7458,table_backpack.etbp,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-07B,10026,10026,backpack,11002614,8125,table_backpack.etbp,yes,ch/10026.arc; ch/10026_vfx.arc,no,
MS-14C,10029,10029,head,11002900,2599,table_head.eth,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,head,11002910,3266,table_head.eth,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,body,11002901,3814,table_body.etb,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,body,11002911,4481,table_body.etb,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,arms,11002902,5029,table_arms.eta,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,arms,11002912,5696,table_arms.eta,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,legs,11002903,6244,table_leg.etl,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,legs,11002913,6911,table_leg.etl,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,backpack,11002904,7459,table_backpack.etbp,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14C,10029,10029,backpack,11002914,8126,table_backpack.etbp,yes,ch/10029.arc; ch/10029_mot.arc; ch/10029_vfx.arc,no,
MS-14JG,10030,10030,head,11003000,2600,table_head.eth,yes,ch/10030.arc; ch/10030_vfx.arc,no,
MS-14JG,10030,10030,head,11003010,3146,table_head.eth,yes,ch/10030.arc; ch/10030_vfx.arc,no,
MS-14JG,10030,10030,body,11003001,3815,table_body.etb,yes,ch/10030.arc; ch/10030_vfx.arc,no,
MS-14JG,10030,10030,body,11003011,4361,table_body.etb,yes,ch/10030.arc; ch/10030_vfx.arc,no,
MS-14JG,10030,10030,arms,11003002,5030,table_arms.eta,yes,ch/10030.arc; ch/10030_vfx.arc,no,
MS-14JG,10030,10030,arms,11003012,5576,table_arms.eta,yes,ch/10030.arc; ch/10030_vfx.arc,no,
