serial_name,gunpla_id,model_id,part_type,parts_id,parts_name_id,table_file,has_ch_archive,ch_archives,has_we_archive,we_archives
GX-9900,10900,10154,long_weapon,31090001,1653,table_long_weapon.etwl,yes,ch/210154.arc,yes,we/31090001.arc
GX-9900,10900,10154,long_weapon,31090021,1654,table_long_weapon.etwl,yes,ch/210154.arc,yes,we/31090021.arc
GX-9900-DV,10901,10408,long_weapon,31090102,1655,table_long_weapon.etwl,yes,ch/210408.arc,yes,we/31090102.arc
GX-9901-DX,10902,10129,long_weapon,31090201,1656,table_long_weapon.etwl,yes,ch/210129.arc,yes,we/31090201.arc
NRX-0013,10903,10123,long_weapon,31090301,1657,table_long_weapon.etwl,yes,ch/210123.arc,yes,we/31090301.arc
GAT-X105,11100,10149,long_weapon,31110001,1658,table_long_weapon.etwl,yes,ch/210149.arc,yes,we/31110001.arc
GAT-X105,11100,10149,long_weapon,31110011,1659,table_long_weapon.etwl,yes,ch/210149.arc,yes,we/31110011.arc
MBF-02,11103,10505,long_weapon,31110305,1660,table_long_weapon.etwl,yes,ch/210505.arc,yes,we/31110305.arc
GAT-X102,11107,10124,long_weapon,31110701,1661,table_long_weapon.etwl,yes,ch/210124.arc,yes,we/31110701.arc
GAT-X102,11107,10611,long_weapon,31110706,1662,table_long_weapon.etwl,yes,ch/210611.arc,yes,we/31110706.arc
ZGMF-X10A,11109,10150,long_weapon,31110901,1663,table_long_weapon.etwl,yes,ch/210150.arc,yes,we/31110901.arc
ZGMF-X20A,11110,10206,long_weapon,31111003,1664,table_long_weapon.etwl,yes,ch/210206.arc,yes,we/31111003.arc
ZGMF-X19A,11112,10126,long_weapon,31111201,1665,table_long_weapon.etwl,yes,ch/210126.arc,yes,we/31111201.arc
ZGMF-X13A,11113,10127,long_weapon,31111301,1666,table_long_weapon.etwl,yes,ch/210127.arc,yes,we/31111301.arc
ZGMF-X666S,11114,10128,long_weapon,31111401,1667,table_long_weapon.etwl,yes,ch/210128.arc,yes,we/31111401.arc
<REPT 1>,11115,10120,long_weapon,31111511,1668,table_long_weapon.etwl,yes,ch/210120.arc,yes,we/31111511.arc
<REPT 1>,11115,10120,long_weapon,31111501,1669,table_long_weapon.etwl,yes,ch/210120.arc,yes,we/31111501.arc
ORB-01,11118,10131,long_weapon,31111801,1670,table_long_weapon.etwl,yes,ch/210131.arc,yes,we/31111801.arc
ZGMF-X42S,11120,10151,long_weapon,31112001,1671,table_long_weapon.etwl,yes,ch/210151.arc,yes,we/31112001.arc
MBF-P02,11202,10133,long_weapon,31120201,1672,table_long_weapon.etwl,yes,ch/210133.arc,yes,we/31120201.arc
MBF-P04,11206,10152,long_weapon,31120601,1673,table_long_weapon.etwl,yes,ch/210152.arc,yes,we/31120601.arc
GAT-X105E,11300,10208,long_weapon,31130003,1674,table_long_weapon.etwl,yes,ch/210208.arc,yes,we/31130003.arc
GAT-X105E,11300,10209,long_weapon,31130013,1675,table_long_weapon.etwl,yes,ch/210209.arc,yes,we/31130013.arc
GN-001,11400,10134,long_weapon,31140011,1676,table_long_weapon.etwl,yes,ch/210134.arc,yes,we/31140011.arc
GN-001,11400,10134,long_weapon,31140001,1677,table_long_weapon.etwl,yes,ch/210134.arc,yes,we/31140001.arc
GN-001,11400,10134,long_weapon,31140021,1678,table_long_weapon.etwl,yes,ch/210134.arc,yes,we/31140021.arc
GN-002,11401,10211,long_weapon,31140133,1679,table_long_weapon.etwl,yes,ch/210211.arc,yes,we/31140133.arc
GN-002,11401,10314,long_weapon,31140104,1680,table_long_weapon.etwl,yes,ch/210314.arc,yes,we/31140104.arc
GN-002,11401,10314,long_weapon,31140114,1681,table_long_weapon.etwl,yes,ch/210314.arc,yes,we/31140114.arc
GN-002,11401,10314,long_weapon,31140124,1682,table_long_weapon.etwl,yes,ch/210314.arc,yes,we/31140124.arc
GN-006,11402,10213,long_weapon,31140203,1683,table_long_weapon.etwl,yes,ch/210213.arc,yes,we/31140203.arc
GN-006,11402,10315,long_weapon,31140204,1684,table_long_weapon.etwl,yes,ch/210315.arc,yes,we/31140204.arc
GN-005,11405,10612,long_weapon,31140506,1685,table_long_weapon.etwl,yes,ch/210612.arc,yes,we/31140506.arc
GN-0000+GNR-010,11407,10210,long_weapon,31140703,1686,table_long_weapon.etwl,yes,ch/210210.arc,no,
GN-0000GNHW/7SG,11408,10316,long_weapon,31140804,1687,table_long_weapon.etwl,yes,ch/210316.arc,yes,we/31140804.arc
GN-0000GNHW/7SG,11408,10323,long_weapon,31140814,1688,table_long_weapon.etwl,yes,ch/210323.arc,yes,we/31140814.arc
GNT-0000,11409,10121,long_weapon,31140901,1689,table_long_weapon.etwl,yes,ch/210121.arc,yes,we/31140901.arc
GNX-603T,11410,10138,long_weapon,31141001,1690,table_long_weapon.etwl,yes,ch/210138.arc,yes,we/31141001.arc
GNX-603T,11410,10317,long_weapon,31141004,1691,table_long_weapon.etwl,yes,ch/210317.arc,yes,we/31141004.arc
GNX-609T,11411,10139,long_weapon,31141101,1692,table_long_weapon.etwl,yes,ch/210139.arc,yes,we/31141101.arc
GNX-609T,11411,10140,long_weapon,31141111,1693,table_long_weapon.etwl,yes,ch/210140.arc,yes,we/31141111.arc
GNX-609T,11411,10318,long_weapon,31141104,1694,table_long_weapon.etwl,yes,ch/210318.arc,yes,we/31141104.arc
GNX-609T,11411,10613,long_weapon,31141106,1695,table_long_weapon.etwl,yes,ch/210613.arc,yes,we/31141106.arc
GNR-101A,11412,10214,long_weapon,31141203,1696,table_long_weapon.etwl,yes,ch/210214.arc,no,
AGE-2,11501,10319,long_weapon,31150104,1697,table_long_weapon.etwl,yes,ch/210319.arc,yes,we/31150104.arc
RX-0,11600,10155,long_weapon,31160001,1698,table_long_weapon.etwl,yes,ch/210155.arc,yes,we/31160001.arc
RX-0,12206,10507,long_weapon,31220605,1699,table_long_weapon.etwl,yes,ch/210507.arc,yes,we/31220605.arc
RX-0,12206,10508,long_weapon,31220615,1700,table_long_weapon.etwl,yes,ch/210508.arc,yes,we/31220615.arc
RX-0,11600,10614,long_weapon,31160006,1701,table_long_weapon.etwl,yes,ch/210614.arc,yes,we/31160006.arc
RGM-96X,11608,10412,long_weapon,31160801,1702,table_long_weapon.etwl,yes,ch/210412.arc,yes,we/31160801.arc
RGM-96X,11609,10413,long_weapon,31160902,1703,table_long_weapon.etwl,yes,ch/210413.arc,yes,we/31160902.arc
RGM-96X,11609,10413,long_weapon,31160912,1704,table_long_weapon.etwl,yes,ch/210413.arc,yes,we/31160912.arc
RGM-89S,11610,10146,long_weapon,31161001,1705,table_long_weapon.etwl,yes,ch/210146.arc,yes,we/31161001.arc
RGM-89S,11610,10615,long_weapon,31161006,1706,table_long_weapon.etwl,yes,ch/210615.arc,yes,we/31161006.arc
RGM-89S,11610,10146,long_weapon,31161011,1707,table_long_weapon.etwl,yes,ch/210146.arc,yes,we/31161011.arc
RGM-89S,11610,10615,long_weapon,31161016,1708,table_long_weapon.etwl,yes,ch/210615.arc,yes,we/31161016.arc
RGM-89S,11610,10146,long_weapon,31161021,1709,table_long_weapon.etwl,yes,ch/210146.arc,yes,we/31161021.arc
RGM-89S,11610,10615,long_weapon,31161026,1710,table_long_weapon.etwl,yes,ch/210615.arc,yes,we/31161026.arc
AMX-009,11611,10616,long_weapon,31161106,1711,table_long_weapon.etwl,yes,ch/210616.arc,yes,we/31161106.arc
MSA-0011[Ext],11801,10320,long_weapon,31180104,1712,table_long_weapon.etwl,yes,ch/210320.arc,yes,we/31180104.arc
EMS-10,12101,10325,long_weapon,31210104,1713,table_long_weapon.etwl,yes,ch/210325.arc,yes,we/31210104.arc
EMS-10,12101,10325,long_weapon,31210114,1714,table_long_weapon.etwl,yes,ch/210325.arc,yes,we/31210114.arc
MS-06R,12104,10618,long_weapon,31210406,1716,table_long_weapon.etwl,yes,ch/210618.arc,yes,we/31210406.arc
MS-14A,12105,10106,long_weapon,31210501,1717,table_long_weapon.etwl,yes,ch/210106.arc,yes,we/31210501.arc
ORX-005,12115,10326,long_weapon,31211504,1718,table_long_weapon.etwl,yes,ch/210326.arc,yes,we/31211504.arc
AMX-014,12120,10170,long_weapon,31212001,1719,table_long_weapon.etwl,yes,ch/210170.arc,yes,we/31212001.arc
AMX-014,12120,10170,long_weapon,31212011,1720,table_long_weapon.etwl,yes,ch/210170.arc,yes,we/31212011.arc
AMX-014,12120,10170,long_weapon,31212021,1721,table_long_weapon.etwl,yes,ch/210170.arc,yes,we/31212021.arc
MMS-01,12125,10328,long_weapon,31212504,1722,table_long_weapon.etwl,yes,ch/210328.arc,yes,we/31212504.arc
MMS-01,12125,10619,long_weapon,31212505,1723,table_long_weapon.etwl,yes,ch/210619.arc,yes,we/31212505.arc
MMS-01,12125,10619,long_weapon,31212506,1724,table_long_weapon.etwl,yes,ch/210619.arc,yes,we/31212506.arc
MMS-01,12125,10328,long_weapon,31212514,1725,table_long_weapon.etwl,yes,ch/210328.arc,yes,we/31212514.arc
MMS-01,12125,10619,long_weapon,31212516,1726,table_long_weapon.etwl,yes,ch/210619.arc,yes,we/31212516.arc
MRC-F20,12130,10171,long_weapon,31213001,1727,table_long_weapon.etwl,yes,ch/210171.arc,yes,we/31213001.arc
MRC-F20,12130,10171,long_weapon,31213011,1728,table_long_weapon.etwl,yes,ch/210171.arc,yes,we/31213011.arc
YG-111,12150,10172,long_weapon,31215001,1729,table_long_weapon.etwl,yes,ch/210172.arc,yes,we/31215001.arc
Shin Musha <FEED>Gundam,12155,10327,long_weapon,31215504,1730,table_long_weapon.etwl,yes,ch/210327.arc,yes,we/31215504.arc
ASW-G-08,12160,10329,long_weapon,31216004,1731,table_long_weapon.etwl,yes,ch/210329.arc,yes,we/31216004.arc
ASW-G-11,12201,10422,long_weapon,31220102,1732,table_long_weapon.etwl,yes,ch/210422.arc,yes,we/31220102.arc
GNW-20000,12204,10175,long_weapon,31220401,1733,table_long_weapon.etwl,yes,ch/210175.arc,yes,we/31220401.arc
AGE-1,12212,10177,long_weapon,31221201,1735,table_long_weapon.etwl,yes,ch/210177.arc,yes,we/31221201.arc
AGE-3,12213,10331,long_weapon,31221304,1736,table_long_weapon.etwl,yes,ch/210331.arc,yes,we/31221304.arc
GAT-X303,12216,10178,long_weapon,31221601,1737,table_long_weapon.etwl,yes,ch/210178.arc,yes,we/31221601.arc
GAT-X103,12217,10332,long_weapon,31221714,1738,table_long_weapon.etwl,yes,ch/210332.arc,yes,we/31221714.arc
GAT-X103,12217,10332,long_weapon,31221724,1739,table_long_weapon.etwl,yes,ch/210332.arc,yes,we/31221724.arc
GAT-X103,12217,10332,long_weapon,31221734,1741,table_long_weapon.etwl,yes,ch/210332.arc,yes,we/31221734.arc
GPB-X80-30F,12221,10180,long_weapon,31222111,1742,table_long_weapon.etwl,yes,ch/210180.arc,yes,we/31222111.arc
GPB-X80-30F,12221,10180,long_weapon,31222101,1743,table_long_weapon.etwl,yes,ch/210180.arc,yes,we/31222101.arc
RX-78AL,12239,10182,long_weapon,31223914,1744,table_long_weapon.etwl,yes,ch/210182.arc,yes,we/31223914.arc
RX-78AL,12239,10189,long_weapon,31223902,1745,table_long_weapon.etwl,yes,ch/210189.arc,yes,we/31223902.arc
MSN-04II,12244,10844,long_weapon,31224404,1746,table_long_weapon.etwl,yes,ch/210844.arc,yes,we/31224404.arc
SB-011,12246,10183,long_weapon,31224601,1747,table_long_weapon.etwl,yes,ch/210183.arc,yes,we/31224601.arc
SB-011,12246,10334,long_weapon,31224604,1748,table_long_weapon.etwl,yes,ch/210334.arc,yes,we/31224604.arc
xvm-fzc,12247,10184,long_weapon,31224701,1749,table_long_weapon.etwl,yes,ch/210184.arc,yes,we/31224701.arc
RMS-154,12248,10185,long_weapon,31224801,1750,table_long_weapon.etwl,yes,ch/210185.arc,yes,we/31224801.arc
ASW-G-11,12208,10330,long_weapon,31220804,1751,table_long_weapon.etwl,yes,ch/210330.arc,yes,we/31220804.arc
GN-010,12250,10335,long_weapon,31225004,1752,table_long_weapon.etwl,yes,ch/210335.arc,yes,we/31225004.arc
GN-011,12251,10186,long_weapon,31225103,1753,table_long_weapon.etwl,yes,ch/210186.arc,yes,we/31225103.arc
GN-004,12255,10187,long_weapon,31225501,1754,table_long_weapon.etwl,yes,ch/210187.arc,yes,we/31225501.arc
GN-004,12255,10620,long_weapon,31225503,1755,table_long_weapon.etwl,yes,ch/210620.arc,no,
XXXG-01H,12259,10510,long_weapon,31225905,1757,table_long_weapon.etwl,yes,ch/210510.arc,yes,we/31225905.arc
XXXG-01SR,12260,10424,long_weapon,31226002,1758,table_long_weapon.etwl,yes,ch/210424.arc,yes,we/31226002.arc
XXXG-01SR,19260,10424,long_weapon,31926012,1759,table_long_weapon.etwl,yes,ch/210424.arc,yes,we/31926012.arc
GNT-0000/FS,12263,10190,long_weapon,31226301,1760,table_long_weapon.etwl,yes,ch/210190.arc,yes,we/31226301.arc
GNT-0000/FS,12263,10216,long_weapon,31226303,1761,table_long_weapon.etwl,yes,ch/210216.arc,yes,we/31226303.arc
RX-93,12264,10191,long_weapon,31226401,1763,table_long_weapon.etwl,yes,ch/210191.arc,yes,we/31226401.arc
RX-93,12264,10621,long_weapon,31226406,1764,table_long_weapon.etwl,yes,ch/210621.arc,yes,we/31226406.arc
RX-93,12264,10191,long_weapon,31226411,1765,table_long_weapon.etwl,yes,ch/210191.arc,yes,we/31226411.arc
RX-93,12264,10621,long_weapon,31226416,1766,table_long_weapon.etwl,yes,ch/210621.arc,yes,we/31226416.arc
RX-93,12264,10191,long_weapon,31226421,1767,table_long_weapon.etwl,yes,ch/210191.arc,yes,we/31226421.arc
RX-93,12264,10621,long_weapon,31226426,1768,table_long_weapon.etwl,yes,ch/210621.arc,yes,we/31226426.arc
Gundam Artemis,12265,10192,long_weapon,31226501,1769,table_long_weapon.etwl,yes,ch/210192.arc,yes,we/31226501.arc
<REPT 7>,12266,10193,long_weapon,31226601,1770,table_long_weapon.etwl,yes,ch/210193.arc,yes,we/31226601.arc
Enzian,12274,10194,long_weapon,31227401,1771,table_long_weapon.etwl,yes,ch/210194.arc,yes,we/31227401.arc
Astray RF Flame,12275,10195,long_weapon,31227501,1772,table_long_weapon.etwl,yes,ch/210195.arc,yes,we/31227501.arc
B/D Rider,12276,10196,long_weapon,31227601,1773,table_long_weapon.etwl,yes,ch/210196.arc,yes,we/31227601.arc
Dianthus,12279,10197,long_weapon,31227901,1774,table_long_weapon.etwl,yes,ch/210197.arc,yes,we/31227901.arc
Kaiser Buster,12280,10198,long_weapon,31228001,1775,table_long_weapon.etwl,yes,ch/210198.arc,yes,we/31228001.arc
Kaiser Buster,12280,10198,long_weapon,31228011,1776,table_long_weapon.etwl,yes,ch/210198.arc,no,
RX-78-2,90000,90600,long_weapon,39000006,1777,table_long_weapon.etwl,yes,ch/290600.arc,yes,we/39000006.arc
GAT-X105,90110,90107,long_weapon,39011001,1778,table_long_weapon.etwl,yes,ch/290107.arc,yes,we/39011001.arc
<REPT 8>,12285,10199,long_weapon,31228501,1779,table_long_weapon.etwl,yes,ch/210199.arc,yes,we/31228501.arc
RX-178B,12289,10700,long_weapon,31228911,1780,table_long_weapon.etwl,yes,ch/210700.arc,yes,we/31228911.arc
RX-178B,12289,10622,long_weapon,31228906,1781,table_long_weapon.etwl,yes,ch/210622.arc,yes,we/31228906.arc
RX-178B,12289,10701,long_weapon,31228921,1782,table_long_weapon.etwl,yes,ch/210701.arc,yes,we/31228921.arc
MSN-001A1,12293,10702,long_weapon,31229301,1783,table_long_weapon.etwl,yes,ch/210702.arc,yes,we/31229301.arc
RX-121-2A,12112,10419,long_weapon,31211201,1784,table_long_weapon.etwl,yes,ch/210419.arc,yes,we/31211201.arc
PFF-X7/E3,12302,10703,long_weapon,31230201,1785,table_long_weapon.etwl,yes,ch/210703.arc,yes,we/31230201.arc
AGX-04,10037,10405,long_weapon,31003712,1786,table_long_weapon.etwl,yes,ch/210405.arc,yes,we/31003712.arc
LGZ-91,12002,10324,long_weapon,31200204,1787,table_long_weapon.etwl,yes,ch/210324.arc,yes,we/31200204.arc
<REPT 7>,12266,10193,long_weapon,31226611,1788,table_long_weapon.etwl,yes,ch/210193.arc,yes,we/31226611.arc
MS-14B,10031,10606,long_weapon,31003106,1789,table_long_weapon.etwl,yes,ch/210606.arc,yes,we/31003106.arc
GN-003,11404,10212,long_weapon,31140403,1790,table_long_weapon.etwl,yes,ch/210212.arc,no,
GN-003,11404,10409,long_weapon,31140402,1791,table_long_weapon.etwl,yes,ch/210409.arc,yes,we/31140402.arc
ASW-G-29,12224,10423,long_weapon,31222402,1792,table_long_weapon.etwl,yes,ch/210423.arc,yes,we/31222402.arc
ASW-G-29,12224,10333,long_weapon,31222404,1793,table_long_weapon.etwl,yes,ch/210333.arc,yes,we/31222404.arc
XXXG-00W0,10802,18204,long_weapon,31080204,1794,table_long_weapon.etwl,yes,ch/218204.arc,yes,we/31080204.arc
WD-M01,11000,10313,long_weapon,31100004,1795,table_long_weapon.etwl,yes,ch/210313.arc,yes,we/31100004.arc
GAT-X105B/FP,12000,10157,long_weapon,31200001,1796,table_long_weapon.etwl,yes,ch/210157.arc,yes,we/31200001.arc
GAT-X105B/FP,12000,10158,long_weapon,31200011,1797,table_long_weapon.etwl,yes,ch/210158.arc,yes,we/31200011.arc
VGMM-Git01,12222,10181,long_weapon,31222201,1798,table_long_weapon.etwl,yes,ch/210181.arc,yes,we/31222201.arc
MSN-03,10306,10502,long_weapon,31030615,1799,table_long_weapon.etwl,yes,ch/210502.arc,no,
MMS-01,12125,10509,long_weapon,31212565,1800,table_long_weapon.etwl,yes,ch/210509.arc,no,
OZ-06MS,12292,10425,long_weapon,31229212,1801,table_long_weapon.etwl,yes,ch/210425.arc,yes,we/31229212.arc
PFF-X7/V2,12304,10623,long_weapon,31230406,1802,table_long_weapon.etwl,yes,ch/210623.arc,yes,we/31230406.arc
ZGMF-X88S,12295,10801,long_weapon,31229501,1803,table_long_weapon.etwl,yes,ch/210801.arc,yes,we/31229501.arc
AMX-107R,12220,10179,long_weapon,31222001,1804,table_long_weapon.etwl,yes,ch/210179.arc,yes,we/31222001.arc
MSJ-06II-SP,12288,10336,long_weapon,31228804,1805,table_long_weapon.etwl,yes,ch/210336.arc,yes,we/31228804.arc
XXXG-01Wf,12314,10337,long_weapon,31231401,1806,table_long_weapon.etwl,yes,ch/210337.arc,yes,we/31231401.arc
MOBILE DOLL MAY,12306,10800,long_weapon,31230601,1807,table_long_weapon.etwl,yes,ch/210800.arc,yes,we/31230601.arc
ASW-G-XX,12267,10802,long_weapon,31226704,1808,table_long_weapon.etwl,yes,ch/210802.arc,yes,we/31226704.arc
ASW-G-XX,12267,10802,long_weapon,31226703,1809,table_long_weapon.etwl,yes,ch/210802.arc,no,
AGE-FX,12205,10176,long_weapon,31220501,1810,table_long_weapon.etwl,yes,ch/210176.arc,yes,we/31220501.arc
LGZ-91,12002,10165,long_weapon,31200201,1811,table_long_weapon.etwl,yes,ch/210165.arc,yes,we/31200201.arc
YAMISYOUGUN,33005,30600,long_weapon,33300506,1812,table_long_weapon.etwl,yes,ch/230600.arc,yes,we/33300506.arc
EB-06/tc2,12321,10426,long_weapon,31232102,1813,table_long_weapon.etwl,yes,ch/210426.arc,yes,we/31232102.arc
AMS-123X-X,12323,10803,long_weapon,31232301,1814,table_long_weapon.etwl,yes,ch/210803.arc,yes,we/31232301.arc
GN-0000+GNR-010,11407,10153,long_weapon,31140711,1815,table_long_weapon.etwl,yes,ch/210153.arc,yes,we/31140711.arc
COMMAND GUNDAM,33009,30400,long_weapon,33300902,1816,table_long_weapon.etwl,yes,ch/230400.arc,yes,we/33300902.arc
